meal_description,carb,fat,energy,protein,country,serving_type
"For dinner, I'm having a package of prepared noodle soup along with a Beef & Cheddar Hot Pocket.",88.68,26.22,673.2,20.67,USA,natural
"For a quick snack, I have 140 grams of trail mix, a 32-gram Kellogg's Nutri-Grain bar, and a 507-gram bottle of water.",92.92,40.94,761.76,18.26,USA,metric
I’m enjoying 14 grams of strained baby food carrots for my brunch.,0.92,0.02,4.06,0.11,USA,metric
I’m enjoying 113 grams of pineapple dessert baby food for my dinner.,22.94,0.34,91.53,1.47,USA,metric
"For lunch, I had a medium no-bake marshmallow cookie with rice cereal, a slice of Colby Jack cheese, and a peanut butter and jelly sandwich on white bread.",81.58,28.48,645.6600000000001,19.25,USA,natural
"For a snack, I'm having a peanut butter filled sandwich cracker, a cup of bottled water, a cluster of chocolate covered peanuts, and a miniature Reese's Peanut Butter Cup.",14.93,8.55,143.29,3.35,USA,natural
"For lunch, I'm having a 512g cola and a 340g burrito filled with meat, beans, rice, and sour cream.",107.1,41.84,925.64,32.13,USA,metric
"I enjoyed a snack with one prepackaged vanilla ice cream cone, a popsicle, and drank a bottle of tap water.",42.28,20.91,375.8,4.95,USA,natural
"I'm having a breakfast that includes a 372g cola, a 70g piece of Pan Dulce topped with sugar, and a 372g Red Bull energy drink.",116.04,9.9,578.0,7.82,USA,metric
"For lunch, I have a serving of manicotti that weighs 235 grams, filled with cheese and topped with tomato sauce, plus a 279-gram caffeine-free fruit soft drink.",65.96000000000001,15.26,471.15,17.91,USA,metric
I’ve got a snack of 372 grams of cola along with 524 grams of iced black tea.,95.13,2.08,392.04,0.0,USA,metric
I made a breakfast of one fried egg served on a medium corn tortilla.,12.86,5.54,132.54,7.859999999999999,USA,natural
"For breakfast, I'm having a medium bag of reduced fat cheese-flavored corn snacks and a cup of Gatorade.",57.19,6.9,310.72,4.84,USA,natural
"For breakfast, I'm having a cup of ready-to-eat cereal with a cup of low-fat milk.",44.45,4.24,254.12,11.87,USA,natural
I’m having a 16.9 fl oz bottle of water and a 12 fl oz can of diet cola for my snack.,0.43,0.0,3.6,0.43,USA,natural
"For breakfast, I'm having a 105g bagel and a cup of brewed coffee weighing 480g.",55.0,1.49,282.0,11.67,USA,metric
I’m having a light snack with 1014 grams of unsweetened bottled water and 35 grams of sugar-coated almonds.,23.89,6.28,162.75,3.5,USA,metric
"This morning, I enjoyed a Breakfast Tart that weighs 54 grams, a serving of fat-free milk at 30.5 grams, and 240 grams of brewed coffee.",40.28,4.94,220.67,3.51,USA,metric
"For my dinner, I’m drinking a cup of tap water and an 8 fl oz bottle of orange juice, along with a stewed chicken wing and a cup of broccoli.",37.81,8.03,279.51,17.58,USA,natural
I have a cup of whole milk to drink with my medium soft taco filled with meat for lunch.,38.09,21.97,437.22,22.0,USA,natural
"For dinner, I'm having a cup of bottled water and a can of reduced sodium chicken noodle soup.",20.43,7.13,218.12,17.5,USA,natural
My breakfast consists of 244 grams of fat-free milk and 93 grams of Pan Dulce with a sugary topping.,64.34,12.12,430.78,16.49,USA,metric
"For dinner, I'm having a taco salad with meat and sour cream (122.0g), along with a glass of whole milk (244.0g).",29.6,20.73,366.0,16.369999999999997,USA,metric
"I'm eating a fried chicken sandwich with cheese on a white bun, and it weighs 161 grams for lunch.",40.35,22.35,450.8,21.75,USA,metric
I grabbed a 12 fl oz can of pepper soft drink and a 12 fl oz can of root beer for my snack.,77.97,0.93,308.76,0.0,USA,natural
Tonight's dinner is 134 grams of lean beef steak.,0.0,9.04,246.56,39.17,USA,metric
"For lunch, I had a cup of pasta with tomato-based sauce, a cup of cooked diced chicken, and a can of cola.",84.56,29.44,770.14,44.69,USA,natural
"For a snack, I got a waffle cone filled with a scoop of vanilla ice cream.",97.58,40.18,804.3,13.79,USA,natural
"For breakfast, I'm having a bottle of unsweetened bottled water and an ounce of plantain chips.",18.1,8.39,150.54,0.65,USA,natural
"For lunch, I’m having a 16-gram serving of strained applesauce with bananas.",2.59,0.02,10.56,0.06,USA,metric
"For a snack, I'm having a cup of bottled water, a can of cola, and another cup of tap water.",38.54,0.93,156.24,0.0,USA,natural
"For dinner, I have a McDouble and a 20 fl oz bottle of water to go with it.",25.16,22.65,394.8,22.74,USA,natural
"For breakfast, I made 148 grams of plain instant oatmeal with water.",19.46,1.92,100.64,3.34,USA,metric
"For dinner, I'm having a small brownie cookie and a piece of a medium crust, medium-sized pizza, with meat other than pepperoni.",49.18000000000001,16.99,395.9,12.71,USA,natural
"For dinner, I'm having a 270-gram double cheeseburger on a wheat bun with two medium patties, along with 5 grams of mustard and 17 grams of ketchup.",34.19,51.3,824.82,54.74,USA,metric
I'm snacking on a 154-gram raw orange along with 28 grams of plain corn chips.,34.14,9.52,223.3,3.18,USA,metric
I'm enjoying a snack of one miniature chocolate-covered fondant and one miniature Snickers bar.,11.65,2.86,72.00999999999999,0.8500000000000001,USA,natural
"For lunch, I'm having a serving of my homemade chicken or turkey vegetable soup, measuring 239 grams.",9.89,4.06,114.72,10.8,USA,metric
"This morning, I enjoyed a 37g cereal bar and washed it down with 240g of tap water.",25.02,3.21,135.05,1.56,USA,metric
I’m starting my day with a medium chocolate muffin paired with an individual container of grape juice.,84.13,24.21,582.7,8.770000000000001,USA,natural
"For dinner, I’m having a medium soft taco with beans and a juice box of 100% apple juice.",59.67,8.92,359.78,10.840000000000002,USA,natural
"For my dinner, I’m drinking 240 grams of tap water alongside a 210-gram raw mango, 220 grams of chicken chow mein, and 158 grams of white rice.",100.21,13.19,618.02,27.74,USA,metric
"For lunch, I'm having an 88.0g corn dog with a 244.0g reduced fat milk and some 28.0g baked flavored potato chips.",55.59,20.29,472.76,17.1,USA,metric
I made a meal with a quesadilla filled with just cheese and a bun-sized Italian sausage.,47.41,45.06,727.95,31.61,USA,natural
"For lunch, I'm having a medium soft taco filled with chicken, a can of root beer, and a bottle of unsweetened water.",63.86,11.14,407.8200000000001,14.4,USA,natural
I have a 360-gram serving of sweetened alcoholic malt beverage for my snack.,36.25,0.0,244.8,0.0,USA,metric
I enjoyed a 50g nutrition bar for breakfast along with 113g of canned fruit cocktail.,38.43,7.09,274.02,15.46,USA,metric
I made 240 grams of instant grits with water and added fat for breakfast.,34.46,6.79,201.6,3.26,USA,metric
"For breakfast, I had a small hot green tea and an egg omelet with cheese.",0.71,7.21,106.2,8.940000000000001,USA,natural
"For dinner, I'm having a medium soft taco with meat and sour cream, along with a cup of bottled water.",27.44,17.91,327.08,14.4,USA,natural
"For lunch, I'm having 113 grams of strained chicken noodle baby food and 99 grams of strained apple-raspberry baby food.",24.27,3.84,141.04000000000002,4.19,USA,metric
I've got a 128-gram serving of peach baby food for lunch.,15.1,0.26,65.28,0.64,USA,metric
"For breakfast, I'm having a banana and a cup of whole milk.",40.17,8.23,258.54,9.37,USA,natural
Lunch consists of a small single serving bag of cheese ruffled potato chips and a bun-sized beef sausage.,18.19,30.22,382.36,11.8,USA,natural
I'm enjoying a raw apple weighing 242 grams along with 360 grams of hot green tea as a snack.,33.42,0.41,129.44,1.42,USA,metric
"This morning, I’m eating a 180-gram pear and a 200-gram apple, plus a 620-gram sports drink called Gatorade G.",94.9,0.5900000000000001,367.8,1.17,USA,metric
"This morning, I had a toasted slice of whole wheat bread topped with peanut butter, along with a medium brewed coffee.",19.2,9.57,192.39,8.64,USA,natural
"I'm enjoying an egg roll with beef and/or pork for dinner, paired with duck sauce, a small bag of plain potato chips, and a 12 oz can of a fruit-flavored soft drink.",76.09,18.76,497.09,8.02,USA,natural
"For dinner, I prepared a cup of meat lasagna from the freezer along with a package of hard candy.",63.42,11.11,420.32,16.58,USA,natural
I’m enjoying a 120-gram serving of thin crust pizza loaded with extra meat along with a 64-gram egg roll for dinner.,44.5,27.28,525.52,25.23,USA,metric
"I have a 43-gram cereal or granola bar, a 37-gram Nutri-Grain bar, and a 600-gram bottle of water for a quick snack.",52.71,11.72,337.58000000000004,5.9,USA,metric
"For breakfast, I'm having 120 grams of rotisserie chicken breast without the skin.",0.0,4.28,172.8,33.65,USA,metric
"For lunch, I ate a 30g cookie and washed it down with 507g of unsweetened bottled water.",20.2,5.86,139.2,1.6,USA,metric
I'm enjoying a 42-gram cookie with icing and a 225-gram serving of vodka and diet cola for dinner.,31.03,6.31,316.86,1.6,USA,metric
"For dinner, I’m serving up 240 grams of chicken broth.",1.06,0.5,14.4,1.54,USA,metric
"For a snack, I'm having a bottle of caffeine-free fruit-flavored soft drink and a medium soft pretzel.",146.13,4.92,662.0,9.92,USA,natural
"I’m enjoying an iced black tea with sugar, which is 744 grams, along with a 100-gram hamburger from McDonald's for lunch.",88.64,10.33,493.64,13.3,USA,metric
"For breakfast, it’s an 8 fl oz bottle of orange juice, a chicken fillet sandwich from school, and a yeast doughnut on the side.",84.13000000000001,21.34,600.08,18.82,USA,natural
"For breakfast, I have a bottle of water, a small raw apple, and one boiled egg.",23.15,5.04,157.3,6.71,USA,natural
"For a snack, I'm having a medium slice of white bread with a slice of reduced sodium deli ham.",13.86,2.05,105.28,7.32,USA,natural
"For dinner, I'm having a cup of spaghetti sauce with a cup of pasta in cream sauce and poultry.",62.38,21.4,507.0,19.75,USA,natural
"For breakfast, I'm having 150 grams of raw blueberries.",21.74,0.5,85.5,1.11,USA,metric
I'm starting my day with a medium Pan Dulce and a 16 fl oz bottle of 100% orange juice.,100.09,9.4,521.96,10.53,USA,natural
"For breakfast, I'm having a tablespoon of baby food bananas.",2.48,0.02,9.3,0.06,USA,natural
"For dinner, I’m having a cup of low-fat ready-to-drink chocolate milk and a medium slice of bread.",38.95,3.76,234.32,11.22,USA,natural
"For dinner, I'm having a cup of bottled water, a cup of ready-to-heat pasta with cream sauce and added vegetables, and a vanilla ice cream cone.",74.50999999999999,40.21,718.8,15.0,USA,natural
I’ve got a medium slice of toasted whole wheat bread and a raw banana for my snack.,44.41,1.71,204.21,5.83,USA,natural
"For a snack, I have 240 grams of bottled water, a 64-gram cup of low-fat fruit yogurt, a raw apple weighing 165 grams, and a raw banana that’s 126 grams.",60.82,1.58,254.9,4.78,USA,metric
I'm enjoying a stick of cheddar cheese with a 12 fl oz can of carbonated water as a quick snack.,0.69,9.64,115.67,6.61,USA,natural
I'm having a cup of corn chips and a cup of macaroni salad with egg as my lunch.,71.53,38.24,679.35,13.34,USA,natural
"For breakfast, I have a single egg omelet prepared with margarine.",0.4,7.21,94.05,6.45,USA,natural
I’m snacking on 18 grams of M&M's Milk Chocolate Candies along with 2 grams of sugar-free chewing gum.,14.71,3.81,93.92,0.78,USA,metric
"For breakfast, I have a prepackaged bowl of Kellogg's Apple Jacks with a cup of fat-free milk and a small container of 100% fruit juice.",43.260000000000005,0.96,212.46,9.489999999999998,USA,natural
"For my snack, I’m enjoying a 540-gram smoothie that's packed with whole fruit and has some protein mixed in, and it’s dairy-free.",68.15,2.0,405.0,33.8,USA,metric
"For breakfast, I'm having 28 grams of plain potato chips, a 524-gram cola soft drink, and a 141-gram cheese quesadilla.",115.16,36.23,855.49,19.75,USA,metric
"I’m having one piece of tortellini, which is filled with cheese, for dinner.",1.74,0.27,11.33,0.5,USA,natural
I just opened a small bag of barbecue chips and I'm drinking a 16.9 fl oz bottle of water for brunch.,15.66,8.7,136.36,1.82,USA,natural
"I'm having a 424-gram calzone stuffed with meat and cheese for dinner, and I'm washing it down with a 524-gram fruit-flavored soft drink that has no caffeine.",184.27,74.25999999999999,1659.6799999999998,62.33,USA,metric
I'm enjoying my lunch with 248 grams of chocolate milk and 142 grams of cheese pizza from school.,77.84,11.23,516.9,26.47,USA,metric
"For breakfast, I’m having 1 ounce of cooked turkey bacon.",0.68,4.14,58.88,4.72,USA,natural
"Lunch today is a can of sardines, skinless and boneless, packed in water, totaling 4.375 oz.",0.45,8.78,155.4,17.52,USA,natural
I’m eating an 11 oz frozen dinner and a cup of whole milk for lunch.,45.52,33.83,598.8,29.28,USA,natural
"Lunch today consists of one hot dog bun filled with Italian sausage, a small bag of lightly salted potato chips, and a bottle of water.",39.120000000000005,31.3,523.5699999999999,19.93,USA,natural
"For dinner, I'm having 18 grams of corn tortilla, 124 grams of 100% apple juice, 120 grams of sautéed chicken breast without the skin, and a baked potato weighing 285 grams with the peel eaten.",82.03999999999999,7.58,572.53,43.79,USA,metric
"I enjoyed a 200g raw apple, a 360g diet cola, and a 145g hamburger with a wheat bun for lunch.",55.760000000000005,21.23,517.95,27.5,USA,metric
Lunch today consists of a cup of water and a slice of thin crust pepperoni pizza.,26.39,16.03,301.21,12.75,USA,natural
"For lunch, I’m enjoying some skinless and boneless sardines, about 84 grams.",0.45,8.78,155.4,17.52,USA,metric
Just a bolillo roll at 117 grams for my snack.,65.25,6.79,372.06,12.46,USA,metric
I’m enjoying a 12 fl oz bottle of iced black tea along with a scoop of vanilla ice cream for a quick snack.,78.32,15.52,469.9,4.59,USA,natural
One grapefruit will be my breakfast this morning.,32.83,0.43,129.36,2.37,USA,natural
"This morning, I enjoyed a croissant sandwich with sausage, egg, and cheese from Jimmy Dean.",20.35,27.88,394.24,15.48,USA,natural
"For a snack, I'm having 57 grams of low-fat Greek yogurt with fruit and a 50-gram boiled egg.",7.37,6.22,131.35,10.94,USA,metric
"I had a McDonald's double cheeseburger, which is 165 grams, and 110 grams of french fries for lunch.",75.22999999999999,42.9,808.5,30.57,USA,metric
"For my snack, I have a slice of meatless cheese quesadilla, a medium chocolate cookie, and a cup of water.",27.66,7.5,192.0,4.27,USA,natural
I’m snacking on white bread weighing 28 grams along with 372 grams of cola.,52.32,1.94,231.84,2.64,USA,metric
"For lunch, I'm having a 260-gram buffalo chicken sub with cheese, along with 28 grams of plain chips and a 372-gram pepper soft drink.",98.72,35.84,833.0,31.51,USA,metric
"For my snack, I have a 95g serving of gelatin dessert.",13.48,0.0,57.0,1.16,USA,metric
Tonight's dinner is a 57-gram beef hot dog in a 28-gram soft roll.,15.76,17.89,266.79,9.76,USA,metric
I’ve got a big bowl of 320 grams of mixed-flavor sherbet for dinner.,97.28,6.4,460.8,3.52,USA,metric
